Empresa,Ano,Modelo,Carro/SUV,Titulo,UsadoOuNovo,Transmissao,Motor,TipoDirecao,TipoCombustivel,ConsumoCombustivel,Quilometros,EsquemaCores,CilindrosMotor,TipoCarroceria,Portas,Bancos,Preco
28592.73612463486,2013.0,14846.290697674418,29819.709167544785,37290.8522781191,2,1,34107.510283687945,2,8,7.2,37290.852278119106,38685.175749674054,4,7,4,5,14995.0
26593.936231884058,2016.0,26167.85121951219,36317.082790069246,37290.852278119106,2,1,34107.510283687945,1,8,7.1,37290.852278119106,38685.175749674054,4,6,4,5,22990.0
37533.52564102564,2017.0,25728.301811996178,22352.144101479913,37290.852278119106,2,1,34107.510283687945,2,7,5.5,37290.852278119106,32835.282608695656,4,3,5,5,31990.0
24490.245614035088,2015.0,35003.303075014504,17469.05882354312,37290.852278119106,2,1,40252.417803302225,3,8,7.663150894460331,37290.852278119106,34861.53140200286,0,3,0,0,12999.0
21202.012160898037,2010.0,22446.134545454544,36675.60232108317,37290.852278118226,2,2,33682.05063291139,4,8,14.5,37290.852278119106,35832.28363636364,8,8,2,2,25999.0
26349.247154471544,2015.0,17634.002212087056,22352.144101479913,37290.85227811906,2,1,23545.35714285714,2,8,5.9,37290.852278119106,24141.22660098522,4,3,5,5,13990.0
30443.28437233134,2018.0,38274.53065326633,36675.60232108317,37290.85227811909,2,1,36701.32492997199,4,1,9.3,37290.852278119106,29723.93893129771,5,8,4,5,30990.0
30443.28437233134,2009.0,20104.471615720526,29819.709167544785,37290.8522781191,2,1,34107.510283687945,2,8,8.2,37290.852278119106,35832.28363636364,4,7,4,5,8499.0
26349.247154471544,2011.0,17634.002212087056,22352.144101479913,37290.852278119106,2,1,23545.35714285714,2,8,6.4,37290.852278119106,33827.59457917261,4,3,5,5,10995.0
24745.78151260504,2015.0,37290.85227811899,37290.852278119084,37290.852278119106,2,1,40252.417803302225,3,8,7.663150894460331,37290.852278119106,34981.349783549784,0,9,0,0,24888.0
30443.28437233134,2010.0,11491.696977027168,36317.082790069246,37290.852278116705,2,1,32981.17840375587,1,8,11.5,37290.852278119106,42285.45,4,6,4,5,11669.0
42729.08463949843,2017.0,37290.852278118895,36317.082790069246,37290.852278119106,2,1,23545.35714285714,2,7,5.9,37290.852278119106,38685.175749674054,4,6,4,5,24950.0
30443.28437233134,2013.0,22102.0,29819.709167544785,37290.852278119106,2,1,33942.07789344765,2,8,6.6,37290.852278119106,34861.53140200286,4,7,4,5,16990.0
27824.98506876228,2009.0,20360.772727272728,37287.043253200754,37290.852278119106,2,1,40252.417803302225,4,8,7.663150894460331,37290.852278119106,37290.85227809132,0,9,0,0,19995.0
28492.789813664596,2013.0,35226.37113402062,27380.195840554592,37290.852278119106,2,1,35429.108695652176,2,8,10.9,37290.852278119106,34861.53140200286,6,9,4,8,13995.0
28592.73612463486,2015.0,14846.290697674418,29819.709167544785,37290.852278119106,2,1,34107.510283687945,2,8,7.2,37290.852278119106,38685.175749674054,4,7,4,5,17995.0
26593.936231884058,2018.0,20072.827160493827,22352.144101479913,37290.85227811892,2,1,34107.510283687945,1,8,6.6,37290.852278119106,34981.349783549784,4,3,5,5,22990.0
30443.28437233134,2014.0,20104.471615720526,22352.144101479913,37290.85227801269,2,1,34107.510283687945,2,8,8.2,37290.852278119106,37290.852278108585,4,3,5,5,16999.0
52144.15468409586,2021.0,40409.66376959563,36317.082790069246,37290.852278119106,2,1,34107.510283687945,1,8,7.3,37290.852278119106,34981.349783549784,4,6,5,5,79988.0
30443.28437233134,2010.0,11491.696977027168,36317.082790069246,37290.852278116705,2,1,32981.17840375587,1,8,11.5,37290.852278119106,29438.24339250493,4,6,4,5,12800.0
51928.39035087719,2015.0,47791.60596115299,67318.32684824902,37290.852278119106,2,1,34107.510283687945,1,7,6.7,37290.852278119106,38685.175749674054,4,2,2,4,26880.0
52144.15468409586,2014.0,37280.599547839614,22352.144101479913,37290.852278119106,2,1,22005.086832740213,4,7,5.8,37290.85227811911,37255.1947836396,4,3,5,5,16990.0
39096.956537890044,2013.0,36069.36809815951,27121.81818181818,37290.852278119106,2,1,40252.417803302225,3,1,7.663150894460331,37290.852278119106,33622.928550074736,0,0,0,0,30900.0
51928.39035087719,2014.0,47120.395833333336,36317.082790069246,37290.852278119106,2,1,37290.85227813636,1,1,9.2,37290.852278119106,35832.28363636364,8,6,4,7,28999.0
23993.730263157893,2015.0,37290.852278119106,22352.144101479913,37290.852278119106,2,1,28933.851612903225,2,8,4.8,37290.852278119106,33827.59457917261,3,3,5,4,13880.0
26593.936231884058,2016.0,19319.86274509804,29819.709167544785,37290.852278119106,2,1,33050.13821138212,1,7,9.9,37290.852278119106,34861.53140200286,6,7,4,5,17950.0
39096.956537890044,2019.0,35897.92857142857,36317.082790069246,37290.85227811909,2,2,23359.68015564202,2,7,5.4,37290.852278119106,32835.282608695656,4,6,4,5,33888.0
26593.936231884058,2021.0,25418.42948717949,36317.082790069246,37290.85227806292,2,1,33942.07789344765,1,8,7.4,37290.85227811912,28165.06850321396,4,6,4,5,39990.0
30443.28437233134,2015.0,26973.475,36317.082790069246,37290.85227811908,2,1,34107.510283687945,1,8,6.7,37290.852278119106,34861.53140200286,4,6,4,5,23950.0
42729.08463949843,2018.0,35226.37113402062,36317.082790069246,37290.852278119106,2,1,59081.42134831461,0,1,7.5,37290.852278119106,37255.1947836396,6,6,4,5,41950.0
26349.247154471544,2018.0,24386.233516483517,22352.144101479913,22561.12896408641,2,1,34107.510283687945,2,8,7.4,37290.852278119106,33622.928550074736,4,3,4,5,21999.0
27824.98506876228,2020.0,26243.545801526718,36317.082790069246,37290.85227811909,2,1,33942.07789344765,2,8,7.9,37290.852278119106,34981.349783549784,4,6,4,5,27990.0
24745.78151260504,2010.0,37290.85227811886,29819.709167544785,37290.852278119106,2,1,27953.348285714288,2,8,6.6,37290.852278119106,35832.28363636364,4,7,4,5,8950.0
24745.78151260504,2020.0,29019.234234234234,36317.082790069246,37290.852278119106,2,1,27953.348285714288,2,8,7.3,37290.852278119106,38685.175749674054,4,6,4,7,37880.0
21202.012160898037,2014.0,10384.330097087379,22352.144101479913,37290.852278119055,2,2,22005.086832740213,2,8,7.4,37290.852278117025,29438.24339250493,4,3,5,5,7950.0
42729.08463949843,2013.0,35226.37113402062,36317.082790069246,37290.85227811908,2,1,33050.13821138212,4,7,10.1,37290.852278119106,38685.175749674054,6,6,4,5,24990.0
39096.956537890044,2007.0,41148.49127906977,36317.082790069246,37290.8522781191,2,1,28471.982409638553,0,8,9.6,37290.852278119106,24141.22660098522,4,6,4,5,14999.0
21202.012160898037,2016.0,22446.134545454544,29819.709167544785,37290.8522781189,2,1,59081.42134831461,4,8,8.3,37290.852278119106,31388.425443786986,6,7,4,5,22999.0
57619.90365448505,2010.0,37290.85227810338,67318.32684824902,37290.852278119106,2,1,20933.3125,4,7,9.0,37290.852278119106,28165.06850321396,4,2,2,4,7999.0
37290.84278155222,2012.0,37290.852271416494,17469.05882354312,37290.852278119106,2,1,40252.417803302225,3,8,7.663150894460331,37290.8522781191,34861.53140200286,0,9,0,0,10999.0
30443.28437233134,2013.0,22102.0,29819.709167544785,37290.852278119106,2,1,33942.07789344765,2,8,6.6,37290.852278119106,37255.1947836396,4,7,4,5,19999.0
37527.64441939121,2018.0,28900.30555555566,29803.895081967214,37290.852278119106,2,1,23545.35714285714,2,7,6.0,37290.852278119106,34861.53140200286,4,0,3,2,30999.0
24745.78151260504,2013.0,26212.925,29819.709167544785,37290.85227811907,2,1,20933.3125,2,8,6.7,37290.852278119106,28165.06850321396,4,7,4,5,15990.0
42729.08463949843,2021.0,35189.41025641026,36317.082790069246,37290.852278119106,2,1,28471.982409638553,2,8,7.9,37290.852278119106,37255.1947836396,4,6,4,5,32888.0
39096.956537890044,2008.0,36069.36809815951,27121.81818181818,37290.852278119106,2,1,40252.417803302225,3,8,7.663150894460331,37290.852278119106,37255.1947836396,0,0,0,0,31900.0
30443.28437233134,2014.0,42272.7408,37290.85102614454,37290.852278119106,2,1,40252.417803302225,3,0,7.663150894460331,37290.852278119106,23975.745901639344,0,9,0,0,22999.0
39096.956537890044,2010.0,22285.2268907563,22352.144101479913,37290.852277977996,2,1,29638.478666666666,2,8,6.5,37290.852278119106,34861.53140200286,4,3,5,5,10995.0
42729.08463949843,2014.0,35226.37113402062,36317.082790069246,37290.85227811803,2,1,59081.42134831461,0,1,7.5,37290.852278119106,38685.175749674054,6,6,4,5,29990.0
30443.28437233134,2009.0,20104.471615720526,22352.144101479913,37290.8522781191,2,2,33942.07789344765,2,8,8.6,37290.852278119106,29438.24339250493,4,3,5,5,13950.0
33206.44540229885,2016.0,40025.56030150754,36675.60232108317,37290.85228024663,2,1,36701.32492997199,0,1,9.0,37290.852278119106,33827.59457917261,5,8,4,5,36999.0
21202.012160898037,2011.0,13947.884057971014,37290.81005362565,37290.852278119106,2,1,40252.417803302225,3,1,7.663150894460331,37290.852278119106,34861.53140200286,0,9,0,0,9990.0
39096.956537890044,2013.0,29754.944682032477,67318.32684824902,37290.85227811196,2,1,34107.510283687945,4,7,7.1,37290.852278119106,37290.852278113,4,2,2,4,24990.0
37527.64441939121,2013.0,29240.340425531915,22352.144101479913,37290.85227811906,2,1,23545.35714285714,2,7,5.2,37290.852278119106,37313.70941253437,4,3,5,5,13990.0
28592.73612463486,2013.0,14846.290697674418,22352.144101479913,37290.852278119106,2,1,34107.510283687945,2,8,7.3,37290.852278119106,38685.175749674054,4,3,5,5,16990.0
39096.956537890044,2009.0,29240.227272727272,29819.709167544785,37290.852278119106,2,1,28471.982409638553,2,8,9.9,37290.852278119106,37255.1947836396,4,7,4,5,10995.0
26349.247154471544,2013.0,17634.002212087056,22352.144101479913,37290.85227811678,2,1,23545.35714285714,2,8,6.4,37290.852278119106,38685.175749674054,4,3,5,5,12990.0
28592.73612463486,2014.0,14846.290697674418,22352.144101479913,37290.8522781191,2,1,28471.982409638553,2,8,8.9,37290.852278119106,33622.928550074736,4,3,5,5,18990.0
30443.28437233134,2018.0,21498.92619047619,22352.144101479913,37290.85227811908,2,1,27953.348285714288,2,8,4.9,37290.852278119106,25327.189189189212,4,3,5,5,23999.0
30443.28437233134,2009.0,20104.471615720526,22352.144101479913,37290.8522781191,2,1,34107.510283687945,2,8,8.2,37290.852278119106,34861.53140200286,4,3,5,5,14995.0
28592.73612463486,2014.0,32609.905610561058,36675.60232108317,37290.852277466816,2,1,33942.07789344765,0,1,9.3,37290.852278119106,34861.53140200286,4,8,4,5,18995.0
37527.64441939121,2014.0,29240.340425531915,22352.144101479913,37290.8522781191,2,1,23545.35714285714,2,7,5.4,37290.852278119106,45416.117230273754,4,3,5,5,14990.0
52144.15468409586,2012.0,37290.85227811915,22352.144101479913,37290.852278119106,2,1,59081.42134831461,4,7,7.5,37290.852278119106,43251.28,6,3,5,5,29950.0
21202.012160898037,2015.0,22446.134545454544,27380.195840554592,37290.852278119084,2,1,33050.13821138212,4,8,9.8,37290.852278119106,37255.1947836396,6,9,4,5,22999.0
37527.64441939121,2008.0,29240.340425531915,22352.144101479913,37290.85227811881,2,1,34107.510283687945,2,7,8.0,37290.852278119106,28165.06850321396,4,3,5,5,14990.0
21202.012160898037,2014.0,10384.330097087379,29819.709167544785,37290.85227052488,2,1,20933.3125,2,8,7.4,37290.852278119106,28165.06850321396,4,7,4,5,7888.0
26349.247154471544,2018.0,23658.92061506457,27380.195840554592,37290.852278119106,2,1,33942.07789344765,4,1,8.8,37290.852278119106,26653.775280898877,4,9,4,8,27990.0
28592.73612463486,2013.0,32609.905610561058,36675.60232108317,37290.85227811888,2,2,33942.07789344765,0,1,9.1,37290.852278119106,34861.53140200286,4,8,4,5,19800.0
52144.15468409586,2021.0,37290.87730889863,29819.709167544785,37290.85227811946,2,1,34107.510283687945,4,7,6.4,37290.852278119106,35832.28363636364,4,7,4,5,67988.0
37527.64441939121,2018.0,29240.340425531915,27380.195840554592,37290.852278119084,2,1,23545.35714285714,2,7,5.6,37290.852278119106,37255.1947836396,4,9,4,5,21880.0
51928.39035087719,2019.0,43022.98039215686,36317.082790069246,37290.85227812333,2,1,23545.35714285714,2,7,7.2,37290.852278119106,37255.1947836396,4,6,4,5,41888.0
27824.98506876228,2005.0,20360.772727272728,27121.81818181818,37290.852278119106,2,1,40252.417803302225,3,8,7.663150894460331,37290.852278119106,45416.117230273754,0,0,0,0,17900.0
39096.956537890044,2009.0,20454.31395348837,27121.81818181818,37290.85227811908,2,1,40252.417803302225,3,8,7.663150894460331,37290.852278119106,37290.85060846969,0,0,0,0,18900.0
26593.936231884058,2016.0,29399.438095238096,36317.082790069246,37290.852278119084,2,1,33942.07789344765,1,7,7.3,37290.852278119106,33622.928550074736,4,6,4,5,29990.0
30443.28437233134,2007.0,22102.0,22352.144101479913,37290.8522781191,2,2,32981.17840375587,2,7,8.8,37290.852278119106,25686.7311827957,4,3,5,5,7920.0
26349.247154471544,2015.0,14386.016393442624,22352.144101479913,37290.85227139297,2,1,22005.086832740213,2,8,6.4,37290.852278119106,33622.928550074736,4,3,5,5,14999.0
73696.86382978724,2013.0,73696.86382978724,36317.082790069246,37290.852278119106,2,1,59081.42134831461,0,1,8.8,37290.852278119106,37255.1947836396,6,6,4,5,38950.0
57619.90365448505,2014.0,37290.85227811891,37290.852278119106,37290.852278119106,2,1,40252.417803302225,2,7,7.663150894460331,37290.852278119106,35832.28363636364,0,3,0,0,16999.0
33206.44540229885,2013.0,18595.49411764706,22352.144101479913,37290.8522781191,2,1,22005.086832740213,2,8,6.6,37290.852278119106,33622.928550074736,4,3,5,5,12990.0
28492.789813664596,2017.0,27331.99342105263,36317.082790069246,37290.85227811457,2,1,28471.982409638553,1,8,8.5,37290.852278119106,37255.1947836396,4,6,4,5,29990.0
134228.15789473685,2010.0,102822.0588234841,36317.082790069246,37290.852278119106,2,1,37290.85227811907,1,7,10.5,37290.852278119106,37255.1947836396,8,6,4,5,29990.0
134228.15789473685,2016.0,37290.85227811911,67318.32684824902,37290.85227811911,2,2,30129.91304347826,4,7,10.3,37290.85227811911,37255.1947836396,6,2,2,2,214880.0
33206.44540229885,2007.0,14530.895238095238,36317.082790069246,37290.852278119106,2,1,20219.597701149425,1,8,12.2,37290.852278119106,34861.53140200286,6,6,4,5,8950.0
23993.730263157893,2017.0,21148.68448275862,37290.8522781204,37290.852278119106,2,1,40252.417803302225,2,7,7.663150894460331,37290.852278119106,35648.08612710141,0,3,0,0,26280.0
27824.98506876228,2016.0,28837.947368421053,36675.60232108317,37290.852278119106,2,1,32981.17840375587,0,1,7.0,37290.852278119106,37255.1947836396,4,8,4,5,21290.0
39096.956537890044,2009.0,20454.31395348837,27121.81818181818,37290.85227811908,2,1,40252.417803302225,3,8,7.663150894460331,37290.852278119106,37344.56790883438,0,0,0,0,22900.0
39096.956537890044,2013.0,41148.49127906977,36317.082790069246,37290.85227811887,2,1,32183.678682170543,1,1,6.5,37290.852278119106,43251.28,4,6,4,5,14995.0
