Empresa,Ano,Modelo,Carro/SUV,Titulo,UsadoOuNovo,Transmissao,Motor,TipoDirecao,TipoCombustivel,ConsumoCombustivel,Quilometros,EsquemaCores,CilindrosMotor,TipoCarroceria,Portas,Bancos,Preco
46,2017.0,187,468,4650,2,1,35,1,8,7.4,913,669,4,6,4,5,29788.0
29,2005.0,685,468,409,2,1,39,0,1,10.3,7430,558,4,6,4,7,6350.0
69,2006.0,404,569,630,2,1,40,0,1,9.5,9766,256,4,8,4,5,14900.0
69,2023.0,758,226,8506,2,1,18,2,3,3.3,7228,631,3,3,5,5,39990.0
48,2020.0,158,474,6485,2,1,30,4,8,7.0,9367,61,4,7,4,5,69988.0
29,2010.0,420,468,1371,2,1,30,1,1,7.5,3981,136,4,6,4,5,11513.0
50,2021.0,110,468,7006,2,1,30,2,8,7.6,10979,516,4,6,4,5,26888.0
48,2018.0,262,160,5372,2,1,30,4,7,7.1,9738,61,4,2,2,4,71800.0
70,2002.0,694,153,218,2,2,49,2,8,13.4,7154,498,5,0,2,2,39990.0
46,2016.0,142,569,4066,2,1,52,0,1,9.2,5166,596,5,8,4,5,27913.0
37,2022.0,671,468,7434,2,1,24,2,8,6.7,2024,136,4,6,4,5,22885.0
69,2019.0,459,468,6185,2,1,38,0,1,8.0,8714,304,4,6,4,7,79490.0
70,2014.0,385,586,3215,2,1,24,2,7,5.3,10781,516,4,9,4,5,19880.0
70,2022.0,678,526,7791,0,1,30,1,7,7.3,8862,158,4,6,4,5,51990.0
37,2012.0,614,430,2053,2,1,0,2,8,7.663150894460331,3327,516,0,9,0,0,12888.0
40,2019.0,616,468,5901,2,1,62,1,1,7.8,10318,289,6,6,4,5,97777.0
50,2018.0,698,569,5435,2,2,34,0,1,7.2,13464,48,4,8,4,5,32913.0
27,2011.0,225,569,1633,2,2,68,4,8,10.2,4148,136,6,8,2,2,18990.0
37,2018.0,205,586,5215,2,1,32,2,1,7.7,13668,516,4,9,4,8,34990.0
70,2021.0,122,569,7186,2,1,62,0,1,9.5,8422,729,6,8,4,5,62990.0
46,2023.0,142,458,8211,1,1,40,0,1,8.0,11530,444,4,8,4,5,64888.0
69,1998.0,459,468,73,2,2,72,0,1,0.0,5706,430,6,6,2,11,45950.0
27,2006.0,612,569,529,2,1,68,0,8,13.5,7143,48,6,8,4,5,10800.0
69,2017.0,150,468,4848,2,1,22,2,7,6.4,4468,430,4,6,4,5,19800.0
70,2019.0,689,468,6234,2,1,62,1,1,7.4,4803,48,6,6,4,5,78990.0
19,2022.0,292,468,7289,2,1,52,0,1,8.5,5553,720,5,6,4,7,59990.0
29,2022.0,408,474,7355,2,1,30,2,7,8.2,11727,744,4,7,4,5,54990.0
24,2001.0,219,474,141,2,1,98,4,7,16.0,3486,430,8,7,4,5,27913.0
27,2015.0,144,226,3345,2,2,26,2,8,6.8,1308,158,4,3,5,5,8999.0
69,2022.0,583,468,7742,2,1,35,1,3,4.8,9951,637,4,6,5,5,49990.0
27,2015.0,225,474,3372,2,2,99,4,7,11.5,7993,498,8,7,4,5,48990.0
48,2015.0,257,160,3558,2,1,30,4,7,6.0,9362,48,4,2,2,4,44990.0
34,2019.0,247,153,5834,2,1,33,4,1,0.0,8195,596,4,0,2,3,26950.0
38,2020.0,680,569,6416,2,1,38,0,1,9.6,10356,596,4,8,4,5,32990.0
69,2020.0,459,468,6673,2,1,38,0,1,7.9,11698,596,4,6,4,7,61900.0
19,2022.0,289,468,7284,2,1,30,2,7,8.6,2307,596,4,6,4,5,41990.0
46,2022.0,187,458,7517,0,1,35,1,8,7.5,14004,674,4,6,4,5,48388.0
51,2007.0,284,579,751,2,1,0,4,8,7.663150894460331,13894,649,0,9,0,0,16900.0
27,2014.0,201,468,2851,2,1,32,1,1,8.1,4554,596,4,6,4,7,11200.0
10,2017.0,28,474,4377,2,1,102,4,7,13.0,10563,48,8,7,4,5,71950.0
37,2018.0,659,468,5230,2,1,32,1,1,7.2,9066,61,4,6,4,7,36777.0
70,2022.0,687,134,7797,2,1,0,2,7,7.663150894460331,8843,596,0,9,0,0,46888.0
55,2003.0,208,468,258,2,1,89,1,7,15.7,2514,61,8,6,4,5,25880.0
64,2023.0,610,364,8407,1,1,0,3,1,7.663150894460331,0,61,0,9,0,0,58585.0
28,2012.0,181,468,1992,2,1,34,0,8,8.7,10832,232,4,6,4,5,21990.0
33,2015.0,243,569,3448,2,1,40,0,1,8.1,1054,596,4,8,2,4,29800.0
19,2014.0,605,569,2827,2,2,52,0,1,8.9,5760,596,5,8,4,4,28990.0
51,2018.0,372,160,5441,2,1,70,1,7,11.7,7141,61,6,2,2,4,248888.0
19,1997.0,522,144,47,2,1,0,4,8,7.663150894460331,9495,82,0,1,0,0,29990.0
69,2018.0,404,569,5574,2,2,34,4,1,7.7,2047,729,4,8,2,2,28999.0
19,2016.0,605,569,3870,2,1,32,4,1,7.5,4029,596,4,8,4,4,24950.0
70,2018.0,694,569,5652,2,1,30,2,1,8.5,5525,498,4,8,2,2,26800.0
43,2022.0,399,27,7471,0,1,25,2,8,7.3,3155,48,4,6,4,5,30690.0
4,2018.0,734,468,5007,2,1,18,2,7,6.3,11268,256,3,6,4,5,34800.0
69,2013.0,583,468,2704,2,1,30,2,8,7.4,1605,729,4,6,4,5,19000.0
65,2006.0,321,468,602,2,1,35,1,8,9.7,7002,596,4,6,4,5,5995.0
4,2022.0,13,274,7245,2,1,0,4,7,7.663150894460331,8790,428,0,2,0,0,79480.0
69,2019.0,459,468,6182,2,1,89,0,1,9.5,11406,498,8,6,4,7,114999.0
35,2017.0,298,468,4537,2,1,30,1,1,5.3,2143,596,4,6,4,5,38995.0
69,2021.0,583,468,7169,2,1,35,1,3,4.8,7248,371,4,6,5,5,68990.0
27,2005.0,200,474,387,2,1,98,4,8,13.5,6422,729,8,7,4,5,9950.0
69,2015.0,442,468,3731,2,1,67,2,8,10.4,1983,596,6,6,4,7,26854.0
51,2006.0,732,468,595,2,1,35,0,8,10.0,7416,596,4,6,4,5,6980.0
4,2008.0,479,157,837,2,1,2,4,7,15.2,12013,498,10,1,2,4,66990.0
4,2022.0,58,160,7254,2,1,30,4,7,6.4,9891,596,4,2,2,4,73950.0
57,2018.0,10,153,5485,2,1,98,0,8,12.2,377,289,8,0,4,5,84950.0
43,2022.0,399,30,7467,1,1,25,2,8,7.3,2609,477,4,6,4,5,35990.0
50,2021.0,549,468,7016,2,1,34,2,8,7.2,9966,649,4,6,4,7,28990.0
69,2020.0,401,153,6655,2,1,38,4,1,8.4,2846,729,4,0,4,2,52990.0
69,2017.0,231,64,4863,2,1,0,3,0,7.663150894460331,737,516,0,9,0,0,21888.0
46,2017.0,187,468,4650,2,1,35,1,8,7.4,10702,498,4,6,4,5,35800.0
50,2019.0,553,468,6012,2,1,34,0,1,8.0,9573,729,4,6,4,7,56490.0
65,2018.0,548,468,5518,2,1,30,1,1,6.3,13716,0,4,6,4,5,27990.0
38,2021.0,680,569,6907,2,1,38,0,1,8.5,7650,289,4,8,4,5,28388.0
19,2006.0,320,226,510,2,1,30,2,8,8.0,4294,558,4,3,5,5,6990.0
43,2019.0,762,468,5926,2,1,15,2,8,6.7,9244,498,3,6,4,5,22990.0
19,2017.0,605,569,4415,2,1,52,0,1,9.0,3161,136,5,8,4,5,34990.0
50,2010.0,248,62,1444,2,1,0,3,8,7.663150894460331,1624,61,0,0,0,0,21995.0
69,2022.0,199,474,7695,2,1,35,2,3,4.5,7147,136,4,7,4,5,42990.0
51,2020.0,732,468,6558,2,1,35,2,8,8.1,10004,498,4,6,4,7,28990.0
46,2010.0,142,569,1415,2,2,40,4,1,8.3,7196,596,4,8,2,4,10950.0
19,2010.0,605,569,1324,2,2,40,0,1,9.3,6720,729,4,8,2,2,12888.0
27,2016.0,691,468,3918,2,1,38,0,1,9.4,3711,136,4,6,4,7,27800.0
4,2016.0,20,157,3822,2,1,30,4,7,6.4,10006,48,4,1,2,4,39990.0
37,2020.0,588,226,6394,2,1,24,2,8,6.2,10573,314,4,3,5,5,21590.0
37,2018.0,663,468,5239,2,1,30,1,1,6.4,10571,516,4,6,4,5,31990.0
4,2018.0,734,468,5008,2,1,18,2,7,6.3,8713,596,3,6,4,5,39441.0
51,2004.0,560,468,343,2,1,40,0,1,0.0,7413,498,4,6,4,7,29950.0
69,2019.0,458,393,6176,2,1,0,3,1,7.663150894460331,98,744,0,9,0,0,105990.0
50,2020.0,698,569,6527,2,1,34,0,1,8.6,8989,596,4,8,4,5,46888.0
69,2009.0,459,569,1242,2,2,89,0,1,11.5,7540,596,8,8,2,3,55900.0
71,2017.0,744,468,4960,2,1,30,1,7,7.9,10509,48,4,6,4,5,31882.0
69,2018.0,91,160,5536,2,1,30,4,7,7.1,7355,314,4,2,2,4,44990.0
69,2017.0,231,62,4859,2,1,0,3,0,7.663150894460331,1893,649,0,9,0,0,19490.0
29,2020.0,445,468,6346,2,1,30,2,8,7.2,8290,289,4,6,4,5,27990.0
19,2015.0,605,569,3332,2,1,52,0,1,9.0,619,205,5,8,4,5,38990.0
69,2014.0,404,569,3181,2,2,40,0,1,8.3,6038,649,4,8,4,5,31990.0
50,2014.0,549,468,3071,2,1,30,2,8,6.6,11195,596,4,6,4,5,18990.0
4,2017.0,87,474,4363,2,1,62,4,7,7.0,12964,649,6,7,4,5,79988.0
55,2017.0,84,157,4791,2,1,30,4,8,7.0,8980,48,4,1,2,2,102900.0
69,2013.0,459,468,2700,2,1,89,0,1,10.3,3758,289,8,6,4,7,74990.0
27,2014.0,221,569,2863,2,2,38,0,1,8.1,6569,729,4,8,2,2,18990.0
69,2022.0,758,468,7753,2,1,18,2,8,5.4,4063,2,3,6,4,5,36490.0
55,2015.0,495,468,3658,2,1,62,1,1,6.1,9160,649,6,6,4,5,59900.0
19,1996.0,236,569,35,2,1,36,4,8,12.5,8620,498,4,8,4,5,3499.0
40,2019.0,616,468,5901,2,1,62,1,1,7.8,12078,61,6,6,4,5,109950.0
27,2014.0,703,569,2884,2,1,68,4,8,9.9,5928,729,6,8,2,2,19990.0
29,2018.0,408,226,5148,2,1,30,2,8,7.4,300,430,4,3,4,5,19989.0
21,2021.0,669,569,6804,2,2,30,4,1,0.0,12762,0,4,8,2,2,18990.0
69,2017.0,404,569,4880,2,1,38,4,1,7.3,8608,729,4,8,2,4,41990.0
35,2018.0,254,468,5198,2,1,30,1,1,5.6,8639,596,4,6,4,5,49888.0
27,2018.0,221,569,5104,2,1,38,0,1,9.0,12467,371,4,8,4,5,36950.0
28,2019.0,181,468,5767,2,1,30,2,8,7.6,11635,596,4,6,4,5,27880.0
69,2018.0,150,393,5540,2,1,0,3,8,7.663150894460331,13559,382,0,6,0,0,29990.0
69,2018.0,459,468,5592,2,1,38,0,1,8.0,634,516,4,6,4,7,76910.0
45,2015.0,389,160,3519,2,1,91,4,7,15.2,6864,59,8,2,2,4,144990.0
69,2018.0,442,468,5576,2,1,67,2,8,9.1,13685,101,6,6,4,7,32990.0
19,2022.0,297,485,7293,2,1,0,3,1,7.663150894460331,3156,729,0,8,0,0,199990.0
70,2023.0,677,32,8547,0,1,15,2,7,5.4,3155,176,3,6,4,5,38887.0
3,2015.0,572,468,3251,2,1,30,1,1,6.1,4603,596,4,6,4,5,18999.0
69,2018.0,404,569,5574,2,1,37,4,8,10.9,6324,649,4,8,2,2,20930.0
57,2021.0,10,153,7060,2,1,98,0,7,12.2,751,314,8,0,4,5,87990.0
48,2015.0,629,160,3570,2,1,96,4,7,10.2,8358,498,8,2,2,4,165900.0
62,2008.0,615,586,982,2,2,29,2,1,5.5,7235,596,4,9,4,5,3999.0
65,2019.0,321,468,6087,2,1,35,1,8,7.4,9961,136,4,6,4,5,34990.0
27,2019.0,221,569,5753,2,1,38,0,1,8.6,10453,649,4,8,4,5,39880.0
4,2013.0,7,160,2297,2,1,62,4,7,8.2,1958,61,6,2,2,4,16990.0
4,2019.0,734,468,5692,2,1,30,2,7,6.0,9207,596,4,6,4,5,42990.0
49,2012.0,234,468,2112,2,1,26,2,7,7.5,289,136,4,6,4,4,17990.0
19,2013.0,320,226,2340,2,1,30,2,8,6.7,2340,0,4,3,5,5,11990.0
51,2015.0,537,569,3613,2,2,33,0,1,6.6,13240,498,4,8,2,2,27990.0
27,2013.0,221,569,2385,2,2,38,4,1,8.1,2643,729,4,8,4,5,19995.0
48,2019.0,347,468,5979,2,1,30,1,7,7.2,7996,289,4,6,4,5,58800.0
69,2023.0,231,226,8440,2,1,30,2,8,6.0,6852,596,4,3,5,5,36988.0
69,2017.0,231,62,4860,2,1,0,3,6,7.663150894460331,1358,649,0,9,0,0,19995.0
27,2014.0,201,468,2847,2,2,34,2,8,8.8,12760,558,4,6,4,5,12970.0
69,2012.0,459,468,2229,2,1,89,0,1,10.3,8304,596,8,6,4,8,44990.0
19,2017.0,605,569,4408,2,1,52,0,1,9.0,2490,527,5,8,4,5,42888.0
69,2009.0,401,367,1233,2,1,0,3,8,7.663150894460331,6370,101,0,0,0,0,21888.0
69,2023.0,231,138,8448,2,1,0,2,6,7.663150894460331,9118,596,0,3,0,0,52888.0
28,2019.0,181,393,5773,2,1,0,3,8,7.663150894460331,10265,289,0,9,0,0,31990.0
46,2010.0,189,468,1419,2,1,33,1,8,11.5,753,558,4,6,4,5,12990.0
50,2014.0,698,569,3080,2,2,35,0,1,8.1,5464,596,4,8,4,5,14913.0
46,2017.0,185,468,4647,2,1,30,2,8,6.1,8990,314,4,6,4,5,24890.0
46,2017.0,187,468,4651,2,1,32,1,1,6.0,3083,314,4,6,4,5,24970.0
27,2015.0,207,157,3362,2,1,26,2,7,7.5,9512,382,4,1,2,4,19390.0
69,2017.0,199,474,4850,2,1,35,2,8,7.9,13136,289,4,7,4,5,24990.0
4,2022.0,20,474,7248,2,1,30,2,7,6.3,12629,158,4,7,4,5,72988.0
69,2014.0,91,160,3158,2,1,30,4,7,7.1,1509,430,4,2,2,4,21990.0
37,2018.0,670,474,5243,2,1,65,4,8,10.2,9015,117,6,7,4,5,46990.0
70,2023.0,677,33,8547,0,1,15,2,7,5.4,13165,76,3,6,4,5,42990.0
4,2013.0,733,468,2308,2,1,30,4,1,5.0,13064,289,4,6,4,5,19830.0
48,2017.0,103,226,4671,2,1,30,1,7,6.9,8931,136,4,3,5,5,63950.0
50,2017.0,698,569,4739,2,1,34,0,1,7.6,18,61,4,8,4,5,35950.0
4,2003.0,35,474,220,2,1,30,4,8,9.2,7075,596,4,7,4,5,5990.0
37,2022.0,212,474,7413,2,1,26,2,8,6.9,5574,136,4,7,4,5,35800.0
37,2022.0,671,468,7434,2,1,24,2,8,6.7,11817,729,4,6,4,5,28945.0
37,2018.0,212,226,5218,2,1,30,2,8,7.1,9319,516,4,3,5,5,21777.0
70,2013.0,385,586,2720,2,1,30,2,1,5.7,2961,545,4,9,4,5,12920.0
43,2021.0,482,226,6929,2,1,25,2,7,6.7,4622,791,4,3,5,5,16990.0
69,2021.0,231,226,7123,2,1,28,2,3,4.2,8845,596,4,3,5,5,30990.0
19,2008.0,316,474,850,2,1,71,4,8,11.5,1286,440,6,7,4,5,15990.0
48,2011.0,151,160,1720,2,1,28,4,7,7.3,1698,440,4,2,2,4,17910.0
29,2017.0,283,474,4488,2,1,30,2,8,7.2,11367,498,4,7,4,5,17990.0
65,2018.0,321,468,5508,2,1,35,1,8,8.1,12155,596,4,6,4,5,29912.0
50,2023.0,549,320,8312,0,1,35,2,8,7.6,4642,498,4,6,4,7,41990.0
70,2023.0,678,364,8552,1,1,0,3,7,7.663150894460331,3155,158,0,9,0,0,60887.0
29,2018.0,658,474,5173,2,1,34,2,8,8.3,11176,649,4,7,4,5,23730.0
29,2018.0,700,468,5181,2,1,30,2,8,7.9,11581,596,4,6,4,5,27990.0
69,2020.0,583,468,6692,2,1,35,1,3,4.8,331,516,4,6,5,5,45888.0
46,2017.0,187,468,4650,2,1,35,1,8,7.5,1094,371,4,6,4,5,29990.0
23,2014.0,729,569,2837,2,2,34,4,8,10.7,836,649,4,8,4,5,9980.0
70,2023.0,519,32,8537,1,1,30,2,1,6.6,3155,405,4,9,4,7,102887.0
70,2019.0,562,226,6227,2,2,15,2,7,5.1,11517,163,3,3,5,5,19990.0
51,2015.0,652,64,3634,2,1,0,3,0,7.663150894460331,2258,516,0,9,0,0,21990.0
27,2003.0,225,586,227,2,1,70,4,8,10.5,8803,558,6,9,4,5,4995.0
70,2016.0,195,153,4296,2,1,24,2,7,6.0,13308,596,4,0,4,2,27999.0
65,2014.0,321,468,3137,2,1,30,1,7,7.2,3302,649,4,6,4,5,22990.0
69,2020.0,459,468,6670,2,1,89,0,1,9.5,8969,649,8,6,4,8,118888.0
4,2016.0,737,468,3838,2,1,30,0,1,5.4,3954,649,4,6,4,5,27990.0
65,2020.0,548,468,6606,2,1,35,1,8,7.3,46,158,4,6,4,5,33930.0
19,2018.0,292,468,5039,2,1,52,4,1,8.4,5457,289,5,6,4,5,27950.0
4,2015.0,740,577,3291,2,1,0,3,1,7.663150894460331,3936,596,0,9,0,0,39990.0
19,2017.0,292,468,4394,2,1,52,0,1,8.5,12066,440,5,6,4,7,40980.0
6,2020.0,227,296,6279,2,1,0,1,7,7.663150894460331,6330,0,0,2,0,0,469990.0
46,2020.0,26,474,6450,2,1,30,2,8,6.1,7136,596,4,7,4,5,27990.0
3,2012.0,94,226,1883,2,1,26,2,1,4.2,1977,558,4,3,5,5,18990.0
46,2021.0,190,468,6967,2,1,32,1,1,6.0,9416,649,4,6,4,7,53770.0
50,2020.0,549,468,6519,2,1,34,1,8,7.2,10774,516,4,6,4,7,28670.0
68,2016.0,514,468,4236,2,1,1,0,2,0.0,11853,649,0,6,4,5,92888.0
48,2016.0,170,474,4105,2,1,30,1,7,7.0,11985,596,4,7,4,5,63950.0
46,2018.0,142,569,5321,2,2,32,4,1,8.0,3870,649,4,8,2,3,14999.0
51,2004.0,657,160,346,2,1,67,4,0,7.663150894460331,10688,0,6,2,2,0,16990.0
66,2017.0,724,468,4837,2,1,26,2,8,6.0,8686,703,4,6,4,5,24990.0
29,2019.0,658,474,5813,2,1,34,2,8,8.3,149,729,4,7,4,5,21871.0
29,2014.0,283,474,2907,2,1,28,2,8,7.1,537,516,4,7,4,5,14888.0
58,2014.0,217,226,3125,2,1,26,2,0,6.3,4429,795,4,3,5,5,11888.0
43,2022.0,482,30,7472,0,1,25,2,7,6.7,5733,519,4,3,5,5,18990.0
50,2019.0,549,468,6003,2,1,34,1,8,7.2,11480,289,4,6,4,7,29999.0
69,2019.0,442,468,6167,2,1,67,1,8,9.5,9466,649,6,6,4,7,49930.0
50,2015.0,553,468,3595,2,1,41,0,1,9.0,4757,596,4,6,4,7,27913.0
66,2016.0,724,468,4235,2,1,24,2,8,5.9,11750,0,4,6,4,5,24990.0
46,2017.0,187,468,4652,2,1,30,2,8,6.9,3079,649,4,6,4,5,19888.0
37,2011.0,387,586,1685,2,1,67,2,8,12.8,2729,498,6,9,4,8,12913.0
29,2010.0,408,226,1368,2,1,26,2,8,6.9,2389,371,4,3,5,5,11670.0
19,2011.0,316,569,1589,2,1,71,4,8,12.5,5561,289,6,8,2,2,32950.0
58,2019.0,444,468,6077,2,1,35,2,7,8.1,10315,649,4,6,4,5,26990.0
46,2017.0,142,569,4643,2,1,52,4,1,8.4,5901,596,5,8,4,4,18913.0
46,2018.0,185,468,5337,2,1,30,2,8,6.1,13628,430,4,6,4,5,22771.0
27,2018.0,201,468,5097,2,1,34,2,8,9.0,13694,440,4,6,4,7,18990.0
70,2018.0,122,569,5612,2,1,62,0,1,7.8,12257,289,6,8,4,5,37990.0
65,2020.0,321,468,6598,2,1,35,1,8,7.4,10777,516,4,6,4,5,32670.0
65,2021.0,754,468,7091,2,1,30,1,8,7.0,11504,596,4,6,4,5,32990.0
40,2017.0,616,468,4595,2,1,30,1,1,5.1,12395,48,4,6,5,5,40990.0
48,2014.0,261,474,3037,2,1,30,4,7,6.4,13985,311,4,7,4,5,34990.0
50,2017.0,698,569,4740,2,1,34,0,1,7.6,4975,314,4,8,4,5,28990.0
69,2015.0,404,569,3726,2,1,40,0,1,8.7,3403,596,4,8,4,5,34995.0
37,2020.0,205,586,6382,2,1,32,2,1,7.6,10580,314,4,9,4,8,36670.0
3,2021.0,638,468,6759,2,1,30,1,7,7.7,1796,596,4,6,4,5,64800.0
38,2020.0,680,569,6417,2,1,38,0,1,9.6,13199,314,4,8,4,5,37888.0
70,2016.0,562,226,4313,2,1,22,2,7,4.8,12272,663,4,3,5,5,16990.0
46,2017.0,187,468,4654,2,1,35,1,8,7.4,3033,430,4,6,4,5,22990.0
69,2021.0,401,153,7136,2,1,38,4,1,8.4,6841,649,4,0,5,2,59990.0
70,2021.0,678,468,7202,2,1,24,2,7,6.2,8274,168,4,6,4,5,34990.0
27,2014.0,703,569,2884,2,2,68,4,8,9.8,12416,48,6,8,2,2,29999.0
51,2020.0,558,468,6546,2,1,67,2,7,9.9,10466,649,6,6,4,7,39980.0
40,2018.0,616,468,5266,2,1,88,1,1,8.4,9467,498,8,6,4,5,118000.0
43,2016.0,78,226,4049,2,1,28,2,7,7.8,9690,371,4,3,4,5,15990.0
19,2017.0,605,569,4415,2,2,52,0,1,8.3,13881,596,5,8,4,5,37913.0
69,2021.0,231,474,7121,2,1,28,2,3,3.5,9286,649,4,7,4,5,33980.0
65,2020.0,321,468,6598,2,1,35,1,8,7.4,9869,430,4,6,4,5,33990.0
28,2021.0,216,226,6815,2,1,25,2,8,6.3,5488,4,4,3,4,5,44888.0
69,2021.0,404,569,7138,2,1,38,0,1,8.4,9454,468,4,8,4,5,69780.0
29,2014.0,408,226,2916,2,1,28,2,8,7.1,7208,498,4,3,5,5,19913.0
69,2017.0,442,468,4886,2,1,67,1,8,9.5,4147,158,6,6,4,7,29882.0
51,2018.0,558,468,5460,2,1,67,0,7,10.1,11551,479,6,6,4,7,39990.0
69,2016.0,404,569,4261,2,1,37,4,8,10.9,2783,596,4,8,2,2,26913.0
29,2021.0,406,226,6821,2,2,26,2,8,6.9,4335,516,4,3,5,5,38369.0
70,2023.0,687,364,8564,1,1,0,3,7,7.663150894460331,3155,516,0,9,0,0,92990.0
29,2017.0,422,153,4500,2,2,35,4,1,7.6,5993,729,4,0,4,3,19990.0
46,2021.0,13,226,6937,2,1,25,2,8,5.2,10189,596,4,3,5,5,25990.0
50,2018.0,553,468,5430,2,1,34,0,1,8.0,1127,0,4,6,4,7,41830.0
66,2018.0,421,468,5530,2,1,22,2,7,4.9,8424,729,4,6,4,5,18999.0
70,2013.0,122,569,2714,2,1,30,0,1,8.3,3997,596,4,8,4,5,28990.0
27,2016.0,225,474,3911,2,1,68,4,8,9.5,3052,430,6,7,4,5,21800.0
69,2021.0,583,468,7171,2,1,35,2,3,4.7,10608,498,4,6,5,5,42990.0
69,2014.0,442,468,3183,2,1,67,2,8,10.2,13911,109,6,6,4,7,27990.0
49,2018.0,229,226,5402,2,1,18,2,7,5.0,7644,430,3,3,5,5,29800.0
29,2015.0,700,468,3437,2,1,26,1,8,7.7,9492,649,4,6,4,5,28450.0
69,2015.0,231,226,3705,2,1,28,2,8,6.6,2364,729,4,3,5,5,16888.0
29,2005.0,685,468,409,2,1,39,0,1,10.3,8755,498,4,6,4,7,6950.0
38,2020.0,680,569,6418,2,1,30,0,1,8.5,4023,440,4,8,4,5,35980.0
69,2013.0,459,468,2699,2,1,40,0,1,8.5,8265,158,4,6,4,7,29800.0
27,2015.0,695,468,3380,2,2,28,2,8,7.0,1428,422,4,6,4,5,10850.0
70,2018.0,385,226,5621,2,1,24,2,7,5.4,12013,136,4,3,5,5,23990.0
69,2013.0,758,226,2710,2,2,25,2,8,5.8,13427,558,4,3,5,5,11888.0
19,2016.0,605,569,3874,2,1,52,0,1,9.0,7,596,5,8,4,5,37800.0
70,2016.0,687,577,4316,2,1,0,3,1,7.663150894460331,1214,48,0,9,0,0,28990.0
37,2011.0,212,226,1684,2,1,30,2,8,7.7,443,430,4,3,5,5,13990.0
28,2000.0,425,160,109,2,2,28,2,7,9.0,5596,61,4,2,2,4,48880.0
69,2019.0,583,468,6194,2,1,35,2,3,4.7,12659,158,4,6,5,5,43990.0
3,2021.0,572,468,6751,2,1,30,1,3,5.4,10175,158,4,6,4,5,56888.0
50,2021.0,110,468,7005,2,1,30,2,8,7.6,9169,649,4,6,4,5,26488.0
43,2022.0,399,30,7466,1,1,30,1,8,9.5,3155,564,4,6,4,5,41990.0
46,2016.0,187,468,4087,2,1,32,1,1,5.7,13713,193,4,6,4,5,22800.0
27,2009.0,221,569,1084,2,1,68,0,8,13.5,4998,596,6,8,4,5,15500.0
64,2023.0,446,243,8394,1,1,25,2,8,7.7,9547,136,4,6,5,5,33585.0
40,2017.0,616,468,4583,2,1,30,1,1,5.3,11646,649,4,6,4,7,36980.0
51,2018.0,577,468,5465,2,1,30,2,8,6.9,736,596,4,6,4,5,22888.0
69,2015.0,459,468,3736,2,1,40,0,1,8.5,5742,289,4,6,4,7,46990.0
29,2020.0,422,153,6342,2,2,35,4,1,7.6,10191,498,4,0,4,3,38999.0
70,2018.0,385,226,5626,2,1,30,1,7,8.0,2473,596,4,3,5,5,44950.0
51,1998.0,657,388,64,2,2,0,3,0,7.663150894460331,9395,729,0,2,0,0,105880.0
27,2017.0,703,569,4464,2,1,101,4,8,12.4,10029,550,8,8,2,2,67990.0
51,2019.0,732,468,6054,2,1,35,2,8,7.9,8506,382,4,6,4,5,30990.0
27,2019.0,196,226,5751,2,1,68,1,7,9.1,12195,382,6,3,5,5,33490.0
37,2018.0,663,468,5242,2,1,30,1,1,6.8,11328,596,4,6,4,5,29800.0
36,2013.0,387,468,2457,2,1,62,0,1,7.5,6217,744,6,6,4,5,20930.0
19,2016.0,605,569,3868,2,1,52,0,1,9.0,13979,413,5,8,4,5,41990.0
43,2018.0,762,468,5295,2,1,15,2,8,6.7,13321,430,3,6,4,5,17913.0
65,2017.0,754,468,4827,2,1,30,1,8,7.0,1156,516,4,6,4,5,24990.0
29,2022.0,644,148,7369,0,1,32,1,1,6.1,6969,158,4,6,4,7,59071.0
35,2015.0,748,474,3457,2,1,30,4,7,8.1,712,48,4,7,4,5,35990.0
19,2020.0,693,113,6310,2,1,0,2,1,7.663150894460331,12191,649,0,0,0,0,54980.0
38,2020.0,244,468,6411,2,1,30,4,8,10.2,8652,289,4,6,4,7,30500.0
69,2020.0,583,468,6686,2,1,35,1,3,4.8,8740,498,4,6,5,5,57690.0
27,2015.0,221,569,3366,2,2,38,0,1,7.9,6370,596,4,8,4,5,24988.0
58,2018.0,502,574,5491,2,2,0,2,1,7.663150894460331,137,596,0,0,0,0,36913.0
37,2020.0,670,474,6409,2,1,30,4,8,8.8,13063,136,4,7,4,5,47950.0
65,2016.0,321,468,4210,2,1,30,1,1,6.4,3556,167,4,6,4,5,22990.0
62,2019.0,543,586,6084,2,1,30,2,7,6.5,12709,479,4,9,4,5,34250.0
65,2023.0,141,160,8408,2,2,34,4,7,9.5,7684,158,4,2,2,4,43888.0
69,2000.0,240,563,129,2,1,0,3,8,7.663150894460331,0,101,0,9,0,0,24990.0
51,2020.0,732,468,6555,2,1,35,0,8,8.3,9650,498,4,6,4,5,28990.0
53,2021.0,64,468,7054,2,1,26,2,8,7.0,1835,649,4,6,4,7,45986.0
65,2010.0,696,468,1495,2,1,68,1,8,11.6,3894,48,6,6,4,7,14990.0
62,2020.0,543,586,6592,2,1,24,2,7,5.2,12147,703,4,9,4,5,25990.0
55,2022.0,208,468,7608,2,1,84,1,7,12.2,13898,252,8,6,4,5,216880.0
18,2015.0,325,468,3299,2,1,34,2,8,9.8,11012,596,4,6,4,5,19999.0
69,2004.0,459,468,366,2,1,72,0,1,0.0,8235,48,6,6,4,8,69900.0
